intervalos,canal1,canal2,canal3,canal4,canal5
6,0,0,0,0,583
7,0,0,0,0,580
8,0,0,0,0,575
9,0,0,0,0,569
10,0,0,0,0,564
11,0,0,0,0,561
12,0,0,0,0,559
13,0,0,0,0,557
14,0,0,0,0,558
15,0,0,0,0,562
0,0,0,0,0,563
1,0,0,0,0,565
2,0,0,0,0,566
3,0,0,0,0,568
4,0,0,0,0,562
5,0,0,0,0,551
6,0,0,0,0,537
7,0,0,0,0,524
8,0,0,0,0,505
9,0,0,0,0,492
10,0,0,0,0,477
11,0,0,0,0,471
12,0,0,0,0,468
13,0,0,0,0,464
14,0,0,0,0,462
15,0,0,0,0,465
0,0,0,0,0,469
1,0,0,0,0,477
2,0,0,0,0,480
3,0,0,0,0,485
